Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,MACD,RSI_14,Momentum_10,Bollinger_Upper,Bollinger_Lower,ATR_14,Volume_MA_20,OBV,Lag_1,Lag_5,Lag_10
2023-08-15,95.71,96.75,94.71,96.63,150362.0,98.77799999999999,98.33968138545005,-0.6201812606539221,26.890756270884722,-1.4100000000000108,102.95368198022788,94.6023180197721,1.9594214285714275,91041.65,-118093.0,96.26,98.05,98.04
2023-08-16,96.32,98.41,95.92,95.97,94725.0,98.51,98.11399744397862,-0.659950130445452,35.674470401399816,-1.4000000000000057,102.68406024721355,94.33593975278646,1.8365642857142837,91736.0,-212818.0,96.63,97.27,97.37
2023-08-17,96.49,96.99,95.28,95.96,137591.0,98.22999999999999,97.90885483026636,-0.6835468276658077,42.328042249656946,-1.740000000000009,102.29241307599312,94.16758692400686,1.6779928571428553,89255.65,-350409.0,95.97,96.46,97.7
2023-08-18,95.63,98.02,95.53,97.27,206625.0,98.047,97.84801151309814,-0.6047448886678666,41.86666658851553,-1.230000000000004,101.92275513864548,94.17124486135451,1.7301357142857117,95535.45,-143784.0,95.96,96.38,98.5
2023-08-21,97.06,98.19,95.6275,97.39,77738.0,97.84450000000001,97.80439136899356,-0.5281536014878299,45.467224457944006,-1.4399999999999977,101.38229875063578,94.30670124936424,1.8345999999999978,95868.15,-66046.0,97.27,96.26,98.83
2023-08-22,97.92,99.51,97.92,98.89,104535.0,97.6625,97.90778266718465,-0.3581248953289844,59.49999989587499,0.8400000000000034,100.48823791014702,94.83676208985297,1.778171428571427,96491.15,38489.0,97.39,96.63,98.05
2023-08-23,99.24,101.23,99.24,101.04,67493.0,97.60799999999999,98.20608907983373,-0.0706037006349618,67.00610988410537,3.7700000000000102,100.0923645804151,95.12363541958489,1.8167428571428559,96447.95,105982.0,98.89,95.97,97.27
2023-08-24,101.0,102.06,99.41,99.48,100862.0,97.655,98.32741392937338,0.04366483143759581,54.63137988990178,3.0200000000000102,100.24684551196532,95.06315448803468,1.874599999999999,95358.5,5120.0,101.04,95.96,96.46
2023-08-25,99.64,100.355,98.52,99.52,52003.0,97.775,98.44099355514734,0.13511470564604622,53.35276960671148,3.1400000000000006,100.48221842098997,95.06778157901005,1.9321000000000004,92983.3,57123.0,99.48,97.27,96.38
2023-08-28,100.16,101.39,100.16,100.56,77083.0,97.8785,98.64280369275235,0.27986561854386593,61.89573451501991,4.299999999999997,100.84652805349207,94.91047194650794,1.8921000000000012,91530.85,134206.0,99.52,97.39,96.26
2023-08-29,100.34,101.795,100.33,101.32,79785.0,98.0425,98.89777476963307,0.4448177698584743,69.23076913872453,4.689999999999998,101.38673541729882,94.69826458270119,1.8888857142857165,91639.15,213991.0,100.56,98.89,96.63
2023-08-30,100.88,102.35,100.88,101.65,59233.0,98.25649999999999,99.15989145823944,0.5926318642472239,75.82089541676697,5.680000000000007,101.94915145076571,94.56384854923427,1.8824571428571448,88934.55,273224.0,101.32,101.04,95.97
2023-08-31,101.81,103.0,101.54,101.55,150639.0,98.449,99.38752084316901,0.6939089109957735,75.67030773988238,5.590000000000003,102.41107760491494,94.48692239508506,1.894600000000001,92770.1,122585.0,101.65,99.48,95.96
2023-09-01,102.04,103.15,101.37,101.8,66412.0,98.614,99.6172807628672,0.7835651853157941,77.15686263919638,4.530000000000001,102.85038077906876,94.37761922093125,1.9116071428571442,93137.95,188997.0,101.55,99.52,97.27
2023-09-05,100.88,100.88,96.765,97.61,140208.0,98.553,99.42611116640366,0.5326261917582542,53.49500707924893,0.21999999999999886,102.81136192869859,94.2946380713014,2.059821428571429,96592.5,48789.0,101.8,100.56,97.39
2023-09-06,97.93,98.72,94.72,95.02,122308.0,98.4015,99.00648153150807,0.1363941921704992,47.02194353239453,-3.8700000000000045,102.94149431949565,93.86150568050435,2.167678571428572,98819.3,-73519.0,97.61,101.32,98.89
2023-09-07,94.66,94.66,92.34,92.67,160233.0,98.17150000000001,98.40300709993588,-0.35183775147673657,41.00601418403043,-8.370000000000005,103.37102740767448,92.97197259232554,2.2112500000000006,103494.75,-233752.0,95.02,101.65,101.04
2023-09-08,92.76,93.505,91.08,91.73,89800.0,97.935,97.7674826142277,-0.8007677232763513,34.542410687299494,-7.75,103.84416683057596,92.02583316942405,2.206607142857144,104645.25,-323552.0,92.67,101.55,99.48
2023-09-11,92.65,93.08,91.88,92.23,107439.0,97.72749999999999,97.24010331763459,-1.1049310711353257,35.901639316796576,-7.289999999999992,104.13686116366645,91.31813883633353,2.1092857142857153,105870.8,-216113.0,91.73,101.8,99.52
2023-09-12,92.02,92.34,90.92,91.21,96822.0,97.475,96.66580776357415,-1.407928854027901,28.451178428826253,-9.350000000000009,104.4964513419498,90.4535486580502,2.0971428571428583,107094.8,-312935.0,92.23,97.61,100.56
2023-09-13,91.25,92.1,90.42,90.73,118470.0,97.18,96.10049273847186,-1.6655942254405005,18.080495340363655,-10.58999999999999,104.81949846796932,89.54050153203069,2.0749999999999997,105500.2,-431405.0,91.21,95.02,101.32
2023-09-14,91.51,91.97,90.85,91.45,135756.0,96.954,95.6575886681412,-1.793006242476352,23.7753102329945,-10.200000000000003,105.00079053379278,88.9072094662072,1.9657142857142855,107551.75,-295649.0,90.73,92.67,101.65
2023-09-15,91.51,91.81,89.67,90.04,490708.0,96.658,95.12258022355633,-1.9805768883222612,21.58273379483468,-11.509999999999991,105.27413565841502,88.04186434158498,1.9874999999999992,125207.6,-786357.0,91.45,91.73,101.55
2023-09-18,90.39,91.51,90.01,90.06,105463.0,96.2975,94.64042972607477,-2.1031925978397368,16.475095770711917,-11.739999999999995,105.39567072417945,87.19932927582055,2.006785714285713,120149.5,-680894.0,90.04,92.23,101.8
2023-09-19,90.13,91.41,90.01,90.74,99432.0,95.965,94.26896022835336,-2.122558654231895,16.04621307929095,-6.8700000000000045,105.37574973242388,86.55425026757612,2.002142857142855,121234.2,-581462.0,90.06,91.21,97.61
2023-09-20,90.69,91.67,90.69,90.8,106268.0,95.5605,93.93858306374828,-2.108770932527108,14.565643357026786,-4.219999999999999,105.13590374303381,85.9850962569662,1.9671428571428555,121320.85,-475194.0,90.74,90.73,95.02
2023-09-21,90.1,90.88,89.35,89.96,80828.0,95.0065,93.55967039101036,-2.1390454940802215,13.894080984765239,-2.710000000000008,104.5290168610206,85.48398313897941,1.972142857142856,121987.6,-556022.0,90.8,91.45,92.67
2023-09-22,90.17,91.07,89.81,90.26,103444.0,94.5455,93.24541606805698,-2.114942109398342,14.161490670915498,-1.4699999999999989,104.04883675472382,85.04216324527619,1.9349999999999983,122116.7,-452578.0,89.96,90.04,91.73
2023-09-25,90.11,91.58,90.11,90.99,61915.0,94.119,93.03061453776584,-2.0149812940915126,23.813291112864988,-1.240000000000009,103.44634045695773,84.79165954304227,1.7460714285714272,122612.3,-390663.0,90.26,90.06,92.23
2023-09-26,90.92,91.75,89.48,89.83,69739.0,93.5825,92.72579410559767,-2.00421071819045,26.851025836225276,-1.3799999999999955,102.57839350759558,84.58660649240441,1.6224999999999983,122245.1,-460402.0,90.99,90.74,91.21
2023-09-27,90.58,92.12,90.1,91.07,235723.0,93.07,92.56809942887408,-1.8759004744542551,42.0792078624644,0.3399999999999892,101.34920158876258,84.7907984112374,1.601071428571428,130042.0,-224679.0,89.83,90.8,90.73
2023-09-28,91.26,94.2956,90.34,93.38,191810.0,92.65650000000001,92.64542329279084,-1.573063223453957,57.19267647770725,1.9299999999999926,99.89164310773977,85.42135689226025,1.7103999999999988,136670.85,-32869.0,91.07,89.96,91.45
2023-09-29,93.73,93.73,92.3,92.98,140152.0,92.228,92.67728774109648,-1.3492540089650191,53.29815296867422,2.9399999999999977,98.1394112661779,86.31658873382209,1.7268285714285707,136146.5,-173021.0,93.38,90.26,90.04
2023-10-02,92.31,93.36,92.05,93.31,129459.0,91.8035,92.73754605146824,-1.1326221241786527,59.83146059572662,3.25,95.69495501133747,87.91204498866253,1.7189714285714277,139298.85,-43562.0,92.98,90.99,90.06
2023-10-03,93.02,93.52,92.13,92.7,124029.0,91.558,92.7339702370427,-0.9979498843704988,59.11193331844894,1.960000000000008,94.37950090703893,88.73649909296108,1.6982571428571427,138489.9,-167591.0,93.31,89.83,90.74
2023-10-04,93.18,93.74,91.94,93.44,98012.0,91.47900000000001,92.80121116684815,-0.8228259967737017,59.18744221342343,2.6400000000000006,93.9603315610353,88.99766843896472,1.7468285714285707,137275.1,-69579.0,92.7,91.07,90.8
2023-10-05,93.25,93.44,92.145,92.65,130349.0,91.478,92.78681010333881,-0.7384842023220131,62.78158659363939,2.690000000000012,93.9573258846117,88.99867411538828,1.686471428571428,135780.9,-199928.0,93.44,93.38,89.96
2023-10-06,92.45,94.0,92.45,93.29,73196.0,91.556,92.83473295063988,-0.613520266788484,64.91228061784199,3.030000000000001,94.16354694159702,88.94845305840298,1.6900428571428563,134950.7,-126732.0,92.65,92.98,90.26
