Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,MACD,RSI_14,Momentum_10,Bollinger_Upper,Bollinger_Lower,ATR_14,Volume_MA_20,OBV,Lag_1,Lag_5,Lag_10
2023-10-06,10.25,10.25,10.04,10.04,417,10.512184999999999,10.478148517885831,-0.07662214910452114,44.69964645883536,-0.9810000000000016,11.148996224692794,9.875373775307203,0.13877142857142857,802.25,3110,10.49,10.26,11.021
2023-10-09,10.02,10.02,10.01,10.01,635,10.475185,10.433562944753847,-0.0939430250555624,32.48407627219497,-0.2629999999999999,11.139225953952629,9.811144046047371,0.13948571428571427,756.7,2475,10.04,10.29,10.273
2023-10-11,10.0,10.0,10.0,10.0,804,10.465185000000002,10.392271235729671,-0.10690442897864649,32.370675816076215,-0.6998999999999995,11.152297699788418,9.778072300211585,0.12008571428571432,785.0,1671,10.01,10.31,10.6999
2023-10-16,10.58,10.58,10.54,10.58,2274,10.479185,10.410150165660179,-0.07628521988037562,43.8537426113316,-0.019999999999999574,11.163530979826916,9.794839020173082,0.12294285714285724,876.1,3945,10.0,10.07,10.6
2023-10-17,9.34,9.34,9.0,9.06,2207,10.417185,10.281564435597305,-0.1560988403545398,30.050052815841795,-1.5399999999999991,11.34960274526454,9.48476725473546,0.1393714285714287,963.5,1738,10.58,10.49,10.6
2023-10-19,10.448,10.448,9.42,9.42,245,10.356185,10.199510679826133,-0.19130731891765507,40.57833335510809,-0.8399999999999999,11.382160781544473,9.330209218455527,0.16842142857142875,933.2,1983,9.06,10.04,10.26
2023-10-24,9.4,9.4,9.4,9.4,304,10.306185,10.123366805556978,-0.21787769664908474,34.224131537382505,-0.8899999999999988,11.417120589160396,9.195249410839603,0.16128571428571448,915.9,1679,9.42,10.01,10.29
2023-10-30,9.3,9.6,9.3,9.315,2301,10.221934999999998,10.046379490742028,-0.24205880509244437,34.348355546680395,-0.995000000000001,11.366390940197189,9.077479059802808,0.15414285714285722,1015.65,-622,9.4,10.0,10.31
2023-10-31,9.25,9.2643,9.125,9.2643,1271,10.135155000000001,9.971895729718979,-0.26171753187629143,33.92930180835715,-0.8056999999999999,11.294344556225884,8.975965443774118,0.16409285714285726,1053.2,-1893,9.315,10.58,10.07
2023-11-02,9.4999,9.5,9.3933,9.5,6167,10.06016,9.926953279269553,-0.2570215118157684,40.620526097475604,-0.9900000000000002,11.17709424279894,8.94322575720106,0.17171428571428585,1344.25,4274,9.2643,9.06,10.49
2023-11-03,9.5,9.5,9.5,9.5,342,9.98411,9.886291062196262,-0.25037242161067574,40.17754996705484,-0.5399999999999991,11.03047902597808,8.937740974021919,0.17171428571428585,1085.95,4274,9.5,9.42,10.04
