Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,MACD,RSI_14,Momentum_10,Bollinger_Upper,Bollinger_Lower,ATR_14,Volume_MA_20,OBV,Lag_1,Lag_5,Lag_10
2023-08-15,720000.0,734256.0,648144.0,676800.0,0.0536,808812.0,794161.1354317572,-27435.13531963702,34.807562457797644,-213120.0,944964.4659180986,672659.5340819014,76422.85714285714,0.07112500000000001,-0.6165000000000002,662688.0,792000.0,889920.0
2023-08-16,648720.0,684432.0,637200.0,639216.0,0.044,795412.8,779404.455866828,-32660.0329990607,31.328320802004058,-223200.0,943057.4158807306,647768.1841192695,76906.28571428571,0.068295,-0.6605000000000002,676800.0,756000.0,862416.0
2023-08-17,648000.0,676800.0,633600.0,648000.0,0.0131,784209.6,766889.7457842729,-35726.850124968565,23.888888888888076,-145440.0,941080.1958028364,627339.0041971635,72133.71428571429,0.06423,-0.6474000000000002,639216.0,775296.0,793440.0
2023-08-18,660960.0,720000.0,604800.0,648000.0,0.0422,774129.6,755566.9128524374,-37681.7644630695,18.330849478389794,-129744.0,939012.2350697274,609246.9649302725,74437.71428571429,0.063185,-0.6474000000000002,648000.0,719712.0,777744.0
2023-08-21,720000.0,734400.0,695520.0,696960.0,0.058,767217.6,749985.3021045862,-35389.488694994594,27.696404793607627,-109440.0,932909.0598877909,601526.140112209,72082.28571428571,0.064055,-0.5894000000000001,648000.0,662688.0,806400.0
2023-08-22,699840.0,727200.0,648000.0,655488.0,0.0153,758736.0,740985.5590470065,-36073.349860089016,26.830054821024632,-136512.0,929244.1873311291,588227.8126688709,72648.0,0.057855000000000004,-0.6047000000000001,696960.0,676800.0,792000.0
2023-08-23,648000.0,712800.0,648000.0,685584.0,0.0755,752695.2,735709.2200901487,-34069.713635692955,36.77145884846217,-70416.0,924647.7529191427,580742.6470808572,71413.71428571429,0.05375,-0.5292000000000001,655488.0,639216.0,756000.0
2023-08-24,714240.0,714240.0,661734.0,688464.0,0.018,746575.2,731209.6753196584,-31906.347232674132,38.694383661559534,-86832.0,918523.4369620519,574626.963037948,69465.85714285714,0.051915,-0.5112000000000001,685584.0,648000.0,775296.0
2023-08-25,663840.0,718992.0,663840.0,690624.0,0.0311,737877.6,727344.3729082623,-29693.17302388628,34.28459734167188,-29088.0,902119.2800672911,573635.9199327088,68262.42857142857,0.049640000000000004,-0.4801000000000001,688464.0,648000.0,719712.0
2023-08-28,682560.0,697824.0,634752.0,690624.0,0.0241,727768.8,723847.1945360468,-27621.07043145178,35.6794141578505,27936.0,875965.6896123635,579571.9103876366,68139.0,0.046875,-0.4801000000000001,690624.0,696960.0,662688.0
